date,sentence,col3
2021-11-29,美年健康(002044.SZ)拟向非银行金融机构申请融资额度不超20亿元,智通财经
2021-11-29,美年健康成立商贸公司，经营范围含烟草制品零售等,搜狐
2021-11-29,深交所：调整深证成指、创业板指、深证100等指数样本股,Wind
2021-11-27,政策利好促健康体检市场扩容，美年健康创新引领服务体系升级,经济观察网
2021-11-26,美年健康与中国胸外科肺癌防治联盟达成战略合作 共建肺癌防治健联体,中国网
2021-11-25,美年健康投资成立新公司，经营范围含家政服务等,贝壳财经
2021-11-25,美年健康投资成立新公司，注册资本2299万元,乐居财经
2021-11-24,美年健康(002044.SZ)股东维途投资解除质押1.22亿股,智通财经
2021-11-24,美年健康：目前公司员工持股计划在积极推进中,每日经济新闻
2021-11-24,美年健康关联公司经营范围新增盲人医疗按摩服务等,乐居财经
2021-11-22,美年健康徐涛：全面创新迎接健康管理新时代,中国经营报
2021-11-18,这届不敢看体检报告的年轻人还能“年轻”多久？,投资界
2021-11-17,美年健康“品牌价值传播奖”：政策利好现黄金机遇 创新精准赋能主业,经济观察网
2021-11-14,美年健康徐涛：健康数据驱动服务创新升级,中国经营网
2021-11-14,美年健康联席总裁徐涛：全力服务“健康中国”国家战略 全面创新迎接健康管理新时代,中国经营报
2021-11-14,美年健康联席总裁徐涛：健康产业进入黄金发展时期,新浪
2021-11-08,融资客青睐5股，长虹华意买入占比高达36.13%,Wind
2021-11-05,医药行业：高基数和疫情反复下增速放缓,新浪
2021-11-05,华泰柏瑞多只次新基金表现不佳，重仓“喝酒吃药”成主因？,新浪
2021-11-02,美年健康今日大宗交易成交293万股，成交价6.81元折价10.39%,Wind
2021-11-01,美年健康三季报下滑，张坤减持近亿股 盈利能力下降,网易
2021-11-01,开源证券维持美年健康买入评级，公司信息更新报告：局部疫情暂时影响到检，季度业绩环比改善趋势向好,每日经济新闻
2021-11-01,开源证券：给予美年健康买入评级,证券之星
2021-10-30,Wind风控日报2021年10月30日星期六,Wind
2021-10-29,美年健康(002044.SZ)第三季度净利润1.87亿元,格隆汇
2021-10-29,美年健康(002044.SZ)前三季度归母净亏损2.41亿元 亏损,智通财经
2021-10-29,美年健康：公司2021年员工持股计划尚未购买公司股票,每日经济新闻
2021-10-29,美年健康：第三季度净利润1.87亿元 同比下降30.04% 盈利能力下降,财联社
2021-10-29,美年健康：前三季度亏损缩窄，净亏损2.41亿元 亏损,Wind
2021-10-29,美年健康：目前已到体检旺季，门店人员在工作日满负荷运转,每日经济新闻
2021-10-28,21Q3基金持仓结构分析：“宁王”上位 多数基金Q3 选择“躺平”,新浪
2021-10-28,美年健康用合作共赢未来,凤凰网
2021-10-27,张坤、刘彦春重磅发声！2大千亿顶流季报出炉,Wind
2021-10-21,美年健康：公司主要聚焦健康体检业务，做强做精主业是目前的首要目标,每日经济新闻
2021-10-21,美年健康：关于体检中心内开设药房的建议，公司也在因地制宜、积极审慎的评估中,每日经济新闻
2021-10-21,美年健康：客单价持续稳步提升是公司的长期战略,每日经济新闻
2021-10-20,美年健康：目前公司员工持股计划以及定增计划在积极推进中,每日经济新闻
2021-10-19,"美年健康现1笔大宗交易 共成交1,904.50万元",新浪
2021-10-19,美年健康今日大宗交易成交293万股，成交价6.5元折价9.97%,Wind
2021-10-18,奇葩！“天干地支”分析A股？国盛证券：非正式对外发布研报,澎湃新闻
2021-10-14,美年健康：前三季度预计亏损金额有所缩减 预亏,Wind
2021-10-14,美年健康：已向深交所预约三季报披露时间为2021年10月30日,每日经济新闻
2021-10-12,耕耘6年，飞利浦非公医疗解决方案大揭秘！,MedTrend医趋势
2021-10-10,美年健康：公司目前还没有和李佳琦团队进行合作,每日经济新闻
2021-10-10,美年健康：公司下属体检中心的医疗耗材是通过集团集采,每日经济新闻
2021-10-10,美年健康：目前优健康（好卓）为公司的参股企业,每日经济新闻
2021-10-09,医疗服务行业深度报告：公立医院高质量发展下 优质民营医院迎来更大发展机会,新浪
2021-09-29,美年健康(002044.SZ)：拟对外投资、放弃部分参股公司优先购买权及优先认购权,格隆汇
2021-09-29,美年健康(002044.SZ)部分参股公司拟通过股权转让及增资方式引进新股东,智通财经
2021-09-26,美年健康：公司大股东从未实际控制胶囊胃镜企业,每日经济新闻
2021-09-26,美年健康：公司不涉及云宇宙概念,Wind
2021-09-26,美年健康：公司不涉及云宇宙概念,每日经济新闻
2021-09-26,医药生物行业资金流入榜：6股净流入资金超亿元,证券之星
2021-09-23,每1.5元销售费用换1元收入，“慢病管理第一股”流血上市,健识局
2021-09-18,美年健康荣获“年度社会责任贡献奖”,中国经营网
2021-09-13,美年健康：拟非公开增发不超过4.08亿股，募资不超过25亿元,每日经济新闻
2021-09-12,美年健康推25亿定增“补流”，实控人俞熔旗下公司全额认购,深水财经社
2021-09-10,美年健康：王晓军辞去公司监事的职务 董监高成员变化,Wind
2021-09-10,美年健康(002044.SZ)提名檀叙为监事候选人,智通财经
2021-09-10,美年健康：拟定增募资不超25亿元,Wind
2021-09-10,美年健康今日大宗交易成交43.50万股，成交价8.0元溢价0.0%,Wind
2021-09-10,美因基因IPO背后，资本眼中的核酸检测是怎么回事？,36氪
2021-09-10,美年健康，争做全民的健康守门人,凤凰网
2021-09-10,美年健康集团与中国邮政集团达成全面战略合作协议,凤凰网
2021-09-09,A股共发生109宗大宗交易成交46.2亿元（9月9日）,Wind
2021-09-09,美年健康今日大宗交易成交66万股，成交价8.0元折价3.15%,Wind
2021-09-08,美因基因赴港IPO，营收依赖大股东，筛查检测结果无法用于临床,中金在线
2021-09-08,美年健康联合各方，共建我国首个“泌尿三癌”早筛早诊早治健康联合体,凤凰网
2021-09-08,美年健康今日大宗交易成交209万股，成交价7.7元折价6.55%,Wind
2021-09-08,美年健康科技赋能升级竞争壁垒 员工持股计划迎高质量发展,中金在线
2021-09-08,美年健康标准先行 品质驱动,凤凰网
2021-09-08,美年健康创新布局黄金赛道 员工持股计划助力长期稳健发展,金融界
2021-09-07,社保扩大“持股池”：新进97只个股，精准减仓长春高新（附个股）,红周刊
2021-09-07,应用到“一线”的智能机器人，按下大健康下沉“加速键”,品途商业评论
2021-09-07,9月7日沪深两市最新交易提示,金融界
2021-09-06,美年健康创新布局协同发展加速转型迎高质量发展,第一财经
2021-09-06,美年健康多点发力协同布局 迎高质量内生式发展,和讯
2021-09-05,美年健康：目前，公司持有美因股比例接近19%，为单一持股第一大股东,每日经济新闻
2021-09-05,惨烈爆仓！21股腰斩，最牛赛道怎么突然崩了？,Wind
2021-09-05,惨烈爆仓！从盈利150万到负债30万！21股腰斩，最牛赛道怎么突然崩了？ 股票质押异常,中国基金报
2021-09-04,美年健康：下半年已进入健康体检的行业旺季，公司的现金流状况将改善,每日经济新闻
2021-09-04,从盈利150万到负债30万，股民自述爆仓经历！,Wind
2021-09-04,从盈利150万到负债30万，股民自述爆仓经历！医药股几乎全线溃败，21股年内腰斩，最牛赛道怎么了？ 股票质押异常,券商中国
2021-09-04,AI赋能健康管理服务 美年健康持续深化预防关口前移,深水财经社
2021-09-03,美年健康创新智能医疗内涵 开启健康管理新征程,中金在线
2021-09-03,聊一位成长风格的潜力基金经理,雪球
2021-09-02,艾力斯：宝新能源、博裕资本等39家机构于8月25日调研我司,证券之星
2021-09-02,美因基因赴港IPO，营收依赖美年健康,Ofweek
2021-09-02,美年健康牵头国家重点研发项目 为大众健康创新发力,第一财经
2021-09-02,QFII、社保基金最新持仓情况曝光！仍偏爱新能源赛道,资本邦
2021-09-02,美年生态赋能企业创新 主动健康与数字医疗专业赛启动报名,和讯
2021-09-02,狂买这些股！社保、QFII最新持仓大曝光！,Wind
2021-09-02,狂买这些股！社保、QFII最新持仓大曝光！抄作业机会来了？,Wind
2021-09-02,狂买这些股！社保、QFII最新持仓大曝光！抄作业机会来了？,中国基金报
2021-09-01,八部门出台《深化医疗服务价格改革试点方案》，分析称有望利好优质民营医疗,经济观察报
2021-09-01,政策利好不断，美年健康（002044.SZ）业绩拐点或将出现,格隆汇
2021-09-01,美年健康创新布局 提速高质量内生式发展,和讯
2021-09-01,美因基因：癌症筛查毛利80%,网易
2021-09-01,【开源医药】行业点评：《深化医疗服务价格改革试点方案》发布，完善医疗服务价格体系,微信
2021-09-01,助力“健康中国”建设 美年健康举办中国创新创业大赛专业赛,中国网
2021-09-01,基金半年报出炉，大佬提到了股价的2个决定因素,新浪
2021-08-31,全国体检第一股，美年健康是怎么凉的？,新浪
2021-08-31,下半年怎么看？热门赛道追吗？张坤、傅鹏博、袁芳中报里这么说,基金观察网
2021-08-31,美年健康：上半年营收同期增八成 多重举措迎接下半年体检旺季,中国网
2021-08-31,政策红利需求回暖 美年健康上半年营收同比增长85.25%,经济观察网
2021-08-31,美年健康上半年营收33.77亿 政策红利促稳健发展,财经网
2021-08-31,美年健康：上半年归母净亏损4.28亿元，亏损同比收窄45.83% 亏损,36氪
2021-08-31,股市动态|财经早资讯：国家新闻出版署下发未成年人网游防沉迷通知；赣锋锂业上半年净利大增797%,财经网
2021-08-31,萧楠等基金“顶流”隐形重仓股浮出水面,每日商报
2021-08-31,【中证盘前】“光伏茅”上半年净利近50亿元；京东方投逾80亿元扩产；贵州茅台拟“换帅”；长江电力上半年投资收益超38亿元,中证报
2021-08-30,政策红利促健康发展 美年健康龙头布局黄金赛道,每日经济新闻
2021-08-30,美年健康上半年营收同比增逾85% 亏损大幅收窄 亏损,e公司
2021-08-30,美年健康(002044.SZ)半年度归母净利亏损4.28亿元 同比减亏45.83% 亏损,智通财经
2021-08-30,美年健康继续亏：上半年净亏损4.28亿元 知名基金退出十大股东,新浪
2021-08-30,美年健康：上半年亏损4.28亿元 兴全趋势、易方达蓝筹精选退出十大股东名单 亏损,e公司
2021-08-30,美年健康：上半年亏损缩窄，净亏损4.28亿元 亏损,Wind
2021-08-30,一周策略回顾与展望,新浪
2021-08-30,美年健康用品质见证成长,凤凰网
2021-08-29,美年健康：打造全方位、多层次高品质服务,凤凰网
2021-08-28,“千亿顶流”张坤隐形重仓股来了！,Wind
2021-08-28,“千亿顶流”张坤隐形重仓股来了！海吉亚医疗、中国国贸现身,澎湃新闻
2021-08-27,A股“爆雷”日！中报下周收关，几家欢喜几家愁,Wind
2021-08-26,江苏证监局：“清欠解保”攻坚战成效显着 推动清偿38家公司占用资金342.5亿元,中证网
2021-08-25,互联网医疗驶入快车道，平安好医生稳步扎实向前迈进,东方网
2021-08-24,美年健康(002044.SZ)股东世纪长河解除质押2880万股公司股份,智通财经
2021-08-24,美年健康：实际控制人俞熔及其一致行动人累计质押股份约为5.86亿股,每日经济新闻
2021-08-24,江苏证监局全力打好“清欠解保”攻坚战,证券时报网
2021-08-23,侦探基金晒单 | 伙计们，军工涨了3个月了！涨超40%！,新浪
2021-08-23,【中证盘前】千万盈利变亏25亿，这家公司将被实施退市风险警示；格力电器上半年净利同比增48.64%；透景生命拟每10股转增8股,中证报
2021-08-23,股海导航 8月23日沪深股市公告提示,新浪
2021-08-22,美年健康拟推10亿员工持股计划，实控人俞熔承诺本金兜底,深水财经社
2021-08-22,【提前看】22日公告精选：格力电器：上半年净利94.57亿元，同比增48%；东北制药：方大钢铁持股达57.88%触发全面要约收购,e公司
2021-08-22,上市公司重要公告集锦：格力电器上半年净利94.57亿元 同比增48.64%,证券日报之声
2021-08-22,公告精选：博力威拟扩产锂电芯及储能电池；招商公路等将终止收购土耳其路桥资产,e公司
2021-08-22,晚间公告热点追踪：A股首例 华北制药因集采断供被列入“违规名单”的公司,新浪
2021-08-22,晚间公告｜8月22日这些公告有看头,第一财经
2021-08-22,美年健康：推员工持股计划 资金总额不超10亿元,e公司
2021-08-22,美年健康(002044.SZ)拟推2021年员工持股计划,智通财经
2021-08-21,美年健康：核酸检测业务总量增长明显,Wind
2021-08-20,千亿大白马跌停，揭示下周中报业绩预期差,Wind
2021-08-20,美年健康 你健康的保护者,凤凰网
2021-08-20,美年健康 共建医疗健康联合体,凤凰网
2021-08-20,11家公司向下修正业绩 业绩更正,证券时报网
2021-08-19,癌症筛查是门好生意吗？美因基因拟赴港上市：癌症筛查业务毛利率达80.5%,新浪
2021-08-19,美年健康扶持起家，美因基因是收智商税吗？,搜狐
2021-08-18,美因基因赴港IPO：美年健康为大股东，8款在研产品尚未商业化,格隆汇
2021-08-18,基因检测赛道火热，美因基因借 IPO能否继续长红？,36氪
2021-08-18,又一家民营医疗集团冲击上市！,新浪
2021-08-18,美因基因递表港交所冲刺“国内基因检测第一股”集资3亿美元,中华网
2021-08-18,美因基因港交所递表：消费级基因检测是一门好生意了吗？,金融界
2021-08-18,每月检测基因23万次，中国最大癌症筛查平台要上市了,21商评网
2021-08-17,美因基因拟赴港上市 美年健康持股18.63%,e公司
2021-08-17,十一年如一日的长跑隐士,中国基金报
2021-08-17,消费基因大战幸存者赴港上市，狂砍2亿营收，居然还不亏损？,动脉新医药
2021-08-16,【国元医药|点评】长春高新2021年中报点评：生长激素维持高增速，疫苗板块未来可期,微信
2021-08-16,并购Samton加速产业布局，新纽科技缘何聚青睐SaaS业务？,凤凰网
2021-08-14,药明康德流通市值两周蒸发286亿元，79亿元股权激励方案“激怒”市场？「基因测序双周榜」,华夏时报
2021-08-14,医药生物行业本周资金流出榜：37股净流出资金超亿元,证券时报网
2021-08-11,美年健康集团与中国邮政集团北京分公司签订全面战略合作协议,e公司
2021-08-10,科技大赛助力数字化主动健康生态建设,凤凰网
2021-08-09,中金公司：全球疫情再度反弹，调整之后是布局良机！医疗ETF（512170）连续第四日资金净申购,资本邦
2021-08-09,明德医院被创始人告上仲裁庭 牵出春华资本、京东方A恩怨往事 关联方问题,新浪
2021-08-09,美年健康：标准化是公司成长的根基,北京商报
2021-08-08,明德医院十年恩怨：创始团队和胡祖六、京东方A的爱恨纠葛,新浪
2021-08-07,美年健康：目前和第三方签订合作的控股参股分院有近250家，重点城市自建PCR实验室也在快速推进,每日经济新闻
2021-08-07,投资者提问：你好，董秘，贵公司作为医疗检测龙头，是否有新冠病毒检测方面的业,新浪
2021-08-06,千亿级券商研报再招非议！国信证券竟预测宁德时代40年后储能营收1700亿,环球老虎财经
2021-08-06,国信证券“雷人”研报——2060年宁德时代储能业务营收1700亿,环球老虎财经
2021-08-04,美年健康部分城市订单大增 机构料下半年高速恢复性增长,中证网
2021-08-04,2021年中国公立医院行业市场现状与发展趋势分析 公立医院改革初见成效【组图】,前瞻研究院
2021-08-04,政策加持需求升温 美年健康创新布局精准预防,和讯
2021-08-03,美年健康：美年各地体检中心目前正常营业，部分城市核酸检测业务量大增,每日经济新闻
2021-08-03,美年健康：目前官方小程序上线不到半年，月活跃用户已过百万，小程序中更多功能还在持续迭代中,每日经济新闻
2021-08-03,打造体检服务闭环 美年健康加码检后增值服务,中经导报
2021-08-03,体检市场回暖需求加速释放 美年健康升级医疗质控迎高质量发展,经济观察网
2021-08-03,深度分析！十张图了解2021年中国医疗机构市场现状与竞争格局 东部地区医疗资源优势明显,前瞻研究院
2021-08-02,两市最近5日大宗商品交易,财富动力网
2021-08-02,创业公司不得不争的“上市第一股”,新浪
2021-07-31,医药行业周报：散点疫情偶发 寻找“脱敏”品种,西南证券
2021-07-30,“金融+康养”，中国保险业的破困之手,格隆汇
2021-07-30,美年健康：实际控制人俞熔及其一致行动人累计质押股份约为6.15亿股,每日经济新闻
2021-07-30,美年健康(002044.SZ)股东世纪长河等合计质押3305.33万股,智通财经
2021-07-30,张坤喊投资人投票了！易方达中小盘要更名，投资范围扩充,AI财经社
2021-07-30,"美年健康现1笔大宗交易 共成交4,354.39万元",新浪
2021-07-30,美年健康今日大宗交易成交666.83万股，成交价6.53元折价13.28%,Wind
2021-07-30,“十倍牛基”易方达中小盘更名，投资范围将扩大至港股,环球老虎财经
2021-07-30,什么信号？张坤管理基金要更名，有4大变化,Wind
2021-07-30,张坤旗下易方达中小盘混合筹划重要调整，过去8年回报率高达621.73%,华夏时报
2021-07-30,“千亿顶流”管理的易方达中小盘拟更名，并增加港股投资范围 张坤：核心投资理念没变,e公司
2021-07-30,张坤管理的易方达中小盘基金拟更名，投资范围也要改,中新经纬
2021-07-29,解密主力资金出逃股连续5日净流出839股,证券时报网
2021-07-29,瑞慈医疗（1526.HK）：被市场低估的优质医疗资产,YY港股圈
2021-07-29,美年健康：公司的运营处于平稳正常状态中,每日经济新闻
2021-07-29,从二季报和高频探测模型看基金抱团最新变化,ZTQuant
2021-07-29,10家公司向下修正业绩 业绩更正,证券时报网
2021-07-29,A股早报2021年7月29日星期四,Wind
2021-07-29,美年健康7月28日现4笔大宗交易,证券时报网
2021-07-28,十一年如一日的长跑隐士,每日经济新闻
2021-07-28,A股共发生132宗大宗交易机构抢筹这些个股,第一财经
2021-07-28,A股共发生132宗大宗交易成交28.92亿元（7月28日）,Wind
2021-07-28,瑞科生物冲刺IPO，估值90亿元，瞄准HPV市场|港股,搜狐
2021-07-28,"美年健康现4笔大宗交易 共成交19,954.29万元",新浪
2021-07-27,美年健康：员工持股计划还在筹划阶段,每日经济新闻
2021-07-27,美年健康：康康体检是公司的第三方合作平台,每日经济新闻
2021-07-26,中金公司：二季度主动权益公募仓位提升主动增配电新和电子,财联社
2021-07-23,美年健康：美维口腔系上市公司的兄弟公司，未纳入上市公司体系,每日经济新闻
2021-07-23,美年健康：公司与美维口腔已开展业务合作,每日经济新闻
2021-07-23,美年健康：会根据具体的业务需要，聘请少量多点执业的兼职医生,每日经济新闻
2021-07-23,美年健康：郑州大雨对当地分院有一定程度影响,e公司
2021-07-23,美年健康：实际控制人俞熔及其一致行动人累计质押股份约为5.82亿股,每日经济新闻
2021-07-23,美年健康(002044.SZ)股东天亿资产质押2409.1万股,智通财经
2021-07-23,家电企业跨界医疗 美的万东道阻且长,新浪
2021-07-23,2021 年二季报公募基金十大重仓股持仓分析,华创金工
2021-07-23,18家千亿顶流基金公司调仓释放重要信息,Wind
2021-07-23,董承非管理的兴全趋势新进了紫光国微和妙可蓝多,金融界
2021-07-23,二季度公募基金大赚8700亿元基金经理重仓股大换血 科技与新能源成香饽饽,深圳商报
2021-07-23,重磅！前十基金公司最新重仓股大曝光，附名单→→,每日经济新闻
2021-07-22,换个地方接着抱团,包子君
2021-07-22,美年健康：最近有机构前来调研，下半年是体检行业的旺季,每日经济新闻
2021-07-22,揭秘公募基金二季度重仓股：谁被增仓谁被减仓？5.6万亿头部资金买了哪些票？（附前十大基金公司重仓名单）,每日经济新闻
2021-07-22,A股上市公司减值准备来袭，风险值得警惕！,Wind
2021-07-22,二季度基金加仓宁德时代 抛售中国平安,金融投资报
2021-07-22,基金二季报重仓股调查：仓位稳中有升，增配三大行业,Wind
2021-07-22,基金抱团50强出炉！顶流扎堆增持股曝光,Wind
2021-07-22,重磅，基金抱团50强出炉！宁德时代成第二大重仓，顶流扎堆增持股曝光，持续高增长股仅10只,证券时报网
2021-07-22,公募基金二季度十大重仓股曝光！白酒仍占三席，宁德时代被疯狂扫货，但有两只个股却被甩卖出局（附名单）,每日经济新闻
2021-07-22,基金顶流压轴出场！仓位新低、重仓换血，未来咋走？,Wind
2021-07-22,港股盘前必读：消息称爱美客计划于本月或下月向港交所递交上市申请,Wind
2021-07-22,东北证券【点石1号?股市正阳】震荡格局、双创和周期主线较为活跃,东北证券金融世界
2021-07-22,公募基金二季报收官：蔡嵩松增持圣邦股份至第一重仓股，刘彦春仓位降至3年半新,新浪
2021-07-22,兴证全球基金邹欣最新持仓，重仓海康威视（兴全绿色投资混合型基金(LOF)）,证券之星
2021-07-21,【IPO前哨】瑞科生物赴港上市，剑指中国百亿HPV蓝海,财华社
2021-07-21,公司是否加入了长三角一体化区域检验中心检验联盟？美年健康：公司暂未加入,每日经济新闻
2021-07-21,基金二季报聚焦：梦圆借疫苗、医疗“翻身”，赵诣押中新能源,第一财经
2021-07-21,“药基”明星葛兰、赵蓓等二季度大举增仓这些一线医药公司！（附重仓股）,红周刊
2021-07-21,兴证全球基金季文华最新持仓，重仓宁德时代（兴全合丰三年持有期混合型基金）,证券之星
2021-07-21,起底MCN投资现状：大退潮后 谁还在下注？,亿邦动力
2021-07-21,基金早班车|买什么？卖什么？警惕私募陷阱，探秘公募二季报里的“财富密码”,金融界
2021-07-21,A股走出独立行情，十大顶流基金经理最新调仓动向出炉,Wind
2021-07-21,董承非二季度业绩滑铁卢背后：规模缩减近一成，继续降低仓位 盈利能力下降,澎湃新闻
2021-07-21,A股走出独立行情，十大顶流基金经理最新调仓动向出炉！,Wind
2021-07-20,易方达张坤“控酒”接连减持茅台、洋河、五粮液，招商侯昊增持36亿元五粮液 减持股份,搜狐
2021-07-20,电报|名将董承非最新持仓曝光：兴全趋势股票再降至63%三安光电成第一大重仓股,财联社
2021-07-20,美年健康：2021年半年报已预约披露日为8月31日,每日经济新闻
2021-07-20,汇添富基金王栩最新持仓，重仓药明生物（汇添富大盘核心资产增长混合型基金）,证券之星
2021-07-20,本周市场大概率继续弱势震荡,财华社
2021-07-20,外围重挫A股探底回升沪指守住3500 市场大概率继续震荡调整,财华社
2021-07-20,美年健康下修业绩预告 上半年预亏增至4.3亿元 预亏,GPLP犀牛财经
2021-07-20,10大顶流基金经理二季度调仓动向曝光,Wind
2021-07-20,易方达张坤最新调仓路径曝光 减持五粮液、茅台、美团 减持股份,财经网
2021-07-20,张坤最爱还是它，3只基金共同持有2大龙头股,Wind
2021-07-20,快讯 | 农银汇理赵诣二季度高仓位坚守新能源,每日经济新闻
2021-07-20,快讯 | 易方达张坤调仓路径曝光,每日经济新闻
2021-07-20,张坤最新发声，大幅减持五粮液、好未来等 减持股份,Wind
2021-07-20,张坤最新重仓股来了，傅友兴、冯波到底买了什么？,Wind
2021-07-20,【医药*朱国广】人口结构演变背景下的医疗服务投资机会,东吴研究所
2021-07-19,业绩下修、打法证伪，不“健康”的美年“张坤们”爱得起来吗？,ZAKER
2021-07-19,广发基金罗国庆最新持仓，重仓爱尔眼科（广发中证医疗指数基金(LOF)）,证券之星
2021-07-19,医药生物：人口结构演变背景下的医疗服务投资机会,新浪
2021-07-19,大白马们，终究还是一地鸡毛,格隆汇
2021-07-19,美年健康：公司下半年即将进入业务旺季,Wind
2021-07-19,【华泰金工林晓明团队】本周博时新发四只目标日期FOF——FOF周报0719,华泰金融工程
2021-07-18,瑞科生物冲刺港交所：单季亏损2.5亿 君联与红杉是股东 亏损,新浪
2021-07-18,瑞科生物拟在港上市：斥巨资购买新冠疫苗专利，亏损规模持续扩大 亏损,新浪
2021-07-18,医药行业周报：中报预告落地 个股表现持续分化,西南证券
2021-07-17,天亿公司质押给平安德成公司的贷款是否偿还或者补充质押？美年健康：截至目前，该笔贷款正常偿还过程中，没有补充质押,每日经济新闻
2021-07-17,在海口台胞积极接种新冠疫苗,新浪
2021-07-17,八卦一下！多家杭州“艾”字辈公司的来龙去脉！,medworld器械世界
2021-07-17,华宝未来主导混合净值下跌3.32%,新浪
2021-07-16,乐普医疗：聘江维娜担任董秘,每日经济新闻
2021-07-16,安翰科技专利官司胜诉难解质疑网络口碑负面IPO之路料难平坦 诉讼纠纷,硅谷动力
2021-07-15,张坤真的跌落王座了吗？（深度持仓解读）,新浪
2021-07-15,美年健康：经向股东上海麒钧核实并确认，截至目前，上海麒钧尚未还款，存在补充质押 股票质押异常,每日经济新闻
2021-07-15,7月15日股市避雷针,财联社
2021-07-15,美年健康：大股东天亿资产目前不存在平仓风险,Wind
2021-07-14,美年健康：上半年预计亏损金额有所缩减 预亏,Wind
2021-07-14,中报预亏预警丨这家公司上半年预亏12-14.5亿元 预亏,第一财经
2021-07-14,晚间重要公告2021年7月14日星期三,Wind
2021-07-14,美年健康：预计上半年亏损4亿元-4.3亿元 预亏,中新经纬
2021-07-14,美年健康下修业绩预期：上半年预亏4亿元-4.3亿元 预亏,财联社
2021-07-14,美年健康：下修业绩预告，预计上半年净亏损4亿元至4.3亿元 预亏,Wind
2021-07-14,【国元医药|点评】安科生物2021年中报预告点评：业绩表现超预期，生长激素维持高增长态势,元气医药
2021-07-13,美年健康：公司暂未布局老年人养老领域,每日经济新闻
2021-07-13,美年健康：公司主营业务为健康体检业务，未涉足汉麻行业,每日经济新闻
2021-07-13,公司有涉足宠物体检吗，并在未来有意向开拓宠物体检市场？美年健康：公司暂时未涉足此领域,每日经济新闻
2021-07-13,美年健康：打造全周期服务闭环 共创医防协同机制,凤凰网
2021-07-12,美年健康：上半年是行业经营的传统淡季,Wind
2021-07-11,美年健康：公司目前没有布局植发行业的考虑,每日经济新闻
2021-07-11,美年健康：目前部分地区分院有口腔科体检服务,每日经济新闻
2021-07-10,同质化创新受打击，药明康德震荡，贝达药业跌跌不休「基因测序周评榜」,华夏时报
2021-07-09,美年健康：截止2020年年底正在经营的门店数量为605,Wind
2021-07-09,美年健康：下半年即将进入业务旺季,Wind
2021-07-08,专家提出关注职工健康要从食堂抓起,中国经济网
2021-07-08,医药生物行业7月8日资金流向日报,证券时报网
